"","transaction_id","transaction_date","customer_type","product","category","quantity","amount","payment_method","city","sales_rep"
"335",560,"2022-10","Online","mouse","electronics",1,1527.74,"cash","new york","John"
"336",562,"2023-03","Online","tablet","electronics",1,1471.99,"transfer","chicago","John"
"337",563,"2024-05","Retail","monitor","electronics",1,1527.74,"cash","chicago","Sara"
"338",564,"2022-11","Online","phone","office",2,1527.74,"transfer","new york","Fatima"
"339",565,"2023-06","Online","monitor","electronics",2,2886.74,"transfer","new york","Sara"
"340",566,"2024-03","Online","laptop","electronics",2,28.85,"card","new york","Fatima"
"341",568,"2023-08","Wholesale","monitor","electronics",2,2352.4,"card","new york","John"
"342",569,"2023-09","Wholesale","tablet","electronics",3,2522.41,"transfer","new york","John"
"343",570,"2022-09","Wholesale","monitor","electronics",3,2112.48,"card","chicago","John"
"344",571,"2023-11","Wholesale","mouse","office",1,1527.74,"cheque","new york","Sara"
"345",572,"2022-07","Online","mouse","office",2,1527.74,"transfer","chicago","Fatima"
"346",573,"2023-03","Wholesale","tablet","office",2,642.6,"cash","new york","John"
"347",576,"2022-11","Retail","monitor","office",2,1527.74,"cash","chicago","Ali"
"348",577,"2022-01","Online","mouse","electronics",2,1527.74,"transfer","new york","Sara"
"349",578,"2023-02","Retail","laptop","electronics",3,1527.74,"cash","new york","Ali"
"350",579,"2022-12","Online","keyboard","electronics",2,1527.74,"cash","new york","Fatima"
"351",580,"2023-06","Wholesale","tablet","office",1,1196.75,"transfer","new york","Ali"
"352",581,"2024-03","Online","monitor","electronics",2,1527.74,"card","new york","Sara"
"353",582,"2023-12","Online","monitor","office",1,1527.74,"transfer","new york","Fatima"
"354",583,"2023-07","Retail","monitor","electronics",2,1527.74,"transfer","chicago","Sara"
"355",584,"2022-12","Online","phone","electronics",2,1527.74,"cash","chicago","Fatima"
"356",585,"2022-06","Wholesale","keyboard","office",2,1527.74,"cash","chicago","Ali"
"357",587,"2022-11","Retail","monitor","office",1,1527.74,"cheque","chicago","Fatima"
"358",588,"2022-08","Online","monitor","office",3,1527.74,"card","chicago","Sara"
"359",590,"2022-09","Online","laptop","electronics",2,1906.56,"transfer","new york","Fatima"
"360",591,"2024-02","Retail","tablet","office",2,1527.74,"card","washington","Fatima"
"361",594,"2022-01","Wholesale","mouse","office",2,1527.74,"card","chicago","John"
"362",597,"2023-02","Wholesale","laptop","office",2,1527.74,"card","washington","Sara"
"363",598,"2023-02","Wholesale","monitor","office",3,1527.74,"transfer","chicago","Fatima"
"364",599,"2023-10","Wholesale","mouse","electronics",3,1527.74,"card","new york","Sara"
"365",600,"2024-05","Wholesale","phone","office",1,1925.01,"cheque","chicago","Sara"
"366",601,"2022-10","Retail","monitor","office",3,1527.74,"cheque","new york","Sara"
"367",603,"2022-03","Wholesale","laptop","electronics",1,1527.74,"card","chicago","Ali"
"368",606,"2022-03","Online","laptop","electronics",2,1527.74,"cheque","new york","Sara"
"369",607,"2023-04","Wholesale","tablet","electronics",3,1527.74,"cheque","new york","Fatima"
"370",612,"2022-06","Online","monitor","electronics",3,1527.74,"card","new york","Fatima"
"371",613,"2022-03","Wholesale","laptop","electronics",2,2697.73,"card","washington","Fatima"
"372",616,"2024-01","Wholesale","mouse","office",1,1527.74,"cash","new york","Ali"
"373",619,"2023-07","Retail","monitor","electronics",2,1527.74,"cheque","new york","Fatima"
"374",620,"2022-05","Wholesale","mouse","electronics",2,1527.74,"card","new york","Fatima"
"375",621,"2023-11","Retail","tablet","office",2,1527.74,"transfer","chicago","Fatima"
"376",622,"2022-02","Retail","laptop","office",2,1527.74,"card","washington","Ali"
"377",623,"2023-05","Wholesale","monitor","electronics",2,703.25,"card","new york","John"
"378",625,"2023-03","Wholesale","monitor","electronics",3,1211.43,"cheque","chicago","John"
"379",626,"2024-05","Retail","monitor","office",3,1527.74,"card","new york","John"
"380",627,"2023-07","Wholesale","keyboard","office",3,1527.74,"card","new york","Fatima"
"381",628,"2022-05","Online","mouse","electronics",2,1527.74,"card","washington","Fatima"
"382",629,"2022-08","Retail","laptop","electronics",1,1527.74,"transfer","chicago","Fatima"
"383",630,"2023-07","Retail","monitor","electronics",2,1527.74,"transfer","new york","Sara"
"384",631,"2022-10","Retail","phone","office",1,1527.74,"card","chicago","Ali"
"385",635,"2023-02","Online","monitor","electronics",2,1527.74,"cheque","chicago","Fatima"
"386",636,"2024-04","Online","keyboard","electronics",2,1527.74,"transfer","new york","John"
"387",637,"2022-01","Wholesale","keyboard","electronics",1,1527.74,"cash","new york","Ali"
"388",639,"2023-08","Retail","tablet","electronics",3,1527.74,"cash","new york","Sara"
"389",640,"2022-08","Retail","laptop","electronics",3,1527.74,"card","chicago","Sara"
"390",641,"2024-02","Retail","tablet","electronics",3,1527.74,"card","new york","John"
"391",642,"2023-12","Wholesale","mouse","electronics",3,1527.74,"cash","new york","Sara"
"392",646,"2023-04","Retail","monitor","electronics",1,2041.29,"cheque","washington","Fatima"
"393",650,"2023-03","Retail","laptop","electronics",1,1527.74,"card","new york","Sara"
"394",651,"2024-02","Retail","monitor","electronics",2,1370.55,"card","new york","Fatima"
"395",654,"2024-05","Wholesale","phone","electronics",1,2237.82,"card","new york","Fatima"
"396",655,"2024-02","Retail","mouse","electronics",2,1527.74,"cash","chicago","Fatima"
"397",656,"2023-03","Retail","phone","office",3,289.1,"cash","new york","Sara"
"398",659,"2023-07","Retail","laptop","office",3,1527.74,"card","washington","John"
"399",662,"2023-01","Online","tablet","electronics",2,1527.74,"cheque","washington","Sara"
"400",667,"2023-08","Wholesale","tablet","electronics",1,860.49,"cash","chicago","Fatima"
"401",669,"2022-02","Retail","mouse","electronics",2,2810.04,"card","chicago","John"
"402",670,"2022-11","Online","tablet","office",3,1527.74,"transfer","new york","Sara"
"403",671,"2023-08","Wholesale","monitor","electronics",2,2929.45,"transfer","chicago","Fatima"
"404",672,"2023-09","Online","laptop","electronics",2,530.74,"card","new york","John"
"405",674,"2023-09","Wholesale","phone","office",1,1527.74,"card","new york","Sara"
"406",676,"2024-04","Retail","mouse","office",1,1527.74,"card","chicago","Fatima"
"407",678,"2023-08","Online","mouse","electronics",2,1527.74,"cash","new york","Sara"
"408",681,"2022-11","Wholesale","phone","office",3,1527.74,"transfer","new york","John"
"409",684,"2024-02","Wholesale","mouse","electronics",2,1527.74,"card","chicago","Fatima"
"410",685,"2023-09","Retail","keyboard","electronics",2,2528.44,"cash","new york","Sara"
"411",686,"2022-01","Retail","laptop","electronics",3,1527.74,"transfer","new york","Sara"
"412",687,"2024-03","Retail","keyboard","electronics",2,1527.74,"cheque","chicago","Ali"
"413",688,"2023-11","Retail","laptop","electronics",2,1527.74,"card","chicago","Ali"
"414",689,"2022-09","Online","phone","electronics",1,2419.87,"cash","new york","Fatima"
"415",690,"2022-11","Online","phone","electronics",1,1177.67,"transfer","chicago","Fatima"
"416",691,"2023-11","Wholesale","phone","electronics",1,1527.74,"card","new york","Ali"
"417",692,"2023-12","Online","tablet","electronics",1,1329.09,"cheque","new york","Sara"
"418",693,"2024-05","Online","tablet","office",1,1527.74,"cash","new york","Sara"
"419",694,"2024-04","Wholesale","mouse","office",2,1527.74,"transfer","chicago","John"
"420",700,"2024-02","Wholesale","mouse","office",3,1527.74,"cash","washington","Sara"
"421",701,"2024-03","Online","phone","electronics",3,1527.74,"card","chicago","John"
"422",702,"2023-10","Retail","mouse","electronics",2,714.54,"card","new york","Ali"
"423",704,"2023-02","Online","mouse","office",2,1527.74,"transfer","washington","Ali"
"424",705,"2023-10","Retail","phone","office",2,2039.12,"card","new york","Fatima"
"425",707,"2023-12","Retail","keyboard","electronics",3,1527.74,"transfer","chicago","Sara"
"426",709,"2024-05","Online","phone","electronics",2,1527.74,"card","chicago","Sara"
"427",710,"2023-01","Wholesale","laptop","office",2,1527.74,"transfer","chicago","John"
"428",711,"2022-03","Wholesale","monitor","electronics",2,1527.74,"cash","new york","Ali"
"429",712,"2023-10","Retail","keyboard","electronics",1,741.49,"card","chicago","Sara"
"430",715,"2024-01","Wholesale","mouse","electronics",2,1527.74,"transfer","chicago","Sara"
"431",719,"2022-12","Retail","keyboard","electronics",2,1822.8,"cheque","new york","Fatima"
"432",721,"2024-02","Retail","laptop","electronics",3,1527.74,"card","chicago","Ali"
"433",723,"2023-01","Wholesale","laptop","office",1,1527.74,"card","washington","John"
"434",724,"2022-09","Retail","monitor","electronics",3,1527.74,"card","chicago","Ali"
"435",725,"2023-04","Wholesale","phone","electronics",2,2881.87,"cash","chicago","Fatima"
"436",726,"2022-12","Online","phone","electronics",1,1527.74,"cash","new york","John"
"437",727,"2023-11","Online","mouse","office",3,1527.74,"card","new york","Ali"
"438",728,"2022-07","Wholesale","laptop","electronics",1,1974.38,"card","new york","Fatima"
"439",729,"2022-07","Retail","tablet","electronics",2,1527.74,"card","new york","John"
"440",730,"2022-01","Wholesale","mouse","electronics",2,2212.17,"card","new york","John"
"441",731,"2023-04","Retail","mouse","office",2,2441.95,"card","new york","Sara"
"442",734,"2022-02","Wholesale","tablet","office",2,1527.74,"transfer","new york","Fatima"
"443",735,"2023-09","Wholesale","monitor","electronics",2,1527.74,"transfer","chicago","Sara"
"444",741,"2024-01","Online","laptop","office",1,1527.74,"cash","chicago","John"
"445",742,"2024-02","Retail","tablet","office",1,1527.74,"cheque","chicago","Sara"
"446",746,"2022-08","Retail","laptop","electronics",2,1610.71,"card","new york","John"
"447",747,"2023-04","Online","keyboard","office",1,2283.45,"transfer","chicago","Sara"
"448",750,"2022-04","Wholesale","tablet","electronics",3,842.55,"cash","new york","Sara"
"449",751,"2023-12","Wholesale","keyboard","electronics",2,2329.86,"cash","chicago","John"
"450",758,"2023-01","Wholesale","phone","electronics",2,1561.17,"card","new york","Sara"
"451",761,"2022-11","Online","laptop","electronics",2,972.81,"transfer","new york","Sara"
"452",762,"2024-04","Online","laptop","electronics",1,1527.74,"card","chicago","Fatima"
"453",763,"2023-09","Online","keyboard","electronics",2,1527.74,"card","chicago","Fatima"
"454",767,"2023-08","Retail","mouse","office",2,385.36,"card","washington","Sara"
"455",768,"2023-09","Retail","monitor","electronics",2,1527.74,"card","chicago","Sara"
"456",770,"2023-09","Retail","laptop","office",1,1746.7,"transfer","chicago","Ali"
"457",771,"2023-09","Wholesale","monitor","electronics",3,1527.74,"card","new york","John"
"458",773,"2022-03","Wholesale","keyboard","office",3,1527.74,"transfer","chicago","John"
"459",777,"2022-10","Online","laptop","electronics",1,388.59,"transfer","new york","Fatima"
"460",778,"2023-03","Wholesale","phone","office",2,1527.74,"cheque","new york","John"
"461",779,"2023-05","Retail","mouse","office",3,695.99,"cash","chicago","Ali"
"462",780,"2022-03","Online","laptop","electronics",2,1527.74,"transfer","new york","John"
"463",781,"2023-03","Retail","tablet","electronics",3,2382.32,"transfer","washington","Sara"
"464",783,"2024-06","Online","phone","office",3,1527.74,"cash","chicago","John"
"465",784,"2023-09","Retail","phone","office",3,2222.02,"card","new york","Ali"
"466",785,"2024-02","Online","monitor","office",3,1527.74,"card","chicago","Ali"
"467",786,"2023-03","Wholesale","mouse","electronics",3,1527.74,"cash","new york","Fatima"
"468",787,"2023-05","Retail","mouse","office",2,1527.74,"cheque","new york","Fatima"
"469",789,"2022-04","Retail","laptop","electronics",2,1527.74,"cheque","chicago","Sara"
"470",790,"2022-08","Retail","phone","office",2,1527.74,"card","chicago","Ali"
"471",791,"2023-11","Retail","tablet","electronics",2,1318.49,"card","new york","Fatima"
"472",792,"2022-06","Online","keyboard","office",2,1527.74,"card","washington","Sara"
"473",793,"2024-02","Online","keyboard","electronics",3,1527.74,"transfer","chicago","Fatima"
"474",795,"2023-05","Online","tablet","office",2,980.64,"card","washington","Fatima"
"475",800,"2022-04","Online","phone","office",3,1527.74,"cheque","chicago","Ali"
"476",801,"2023-08","Online","phone","electronics",2,389.35,"card","new york","John"
"477",803,"2022-12","Online","monitor","office",1,1527.74,"cheque","washington","Ali"
"478",805,"2023-10","Retail","phone","electronics",3,1527.74,"cheque","washington","Sara"
"479",806,"2022-08","Wholesale","laptop","electronics",2,765.15,"transfer","washington","Sara"
"480",807,"2023-12","Retail","laptop","office",2,1527.74,"card","new york","Fatima"
"481",808,"2022-12","Retail","phone","electronics",2,352.32,"card","chicago","Ali"
"482",809,"2022-02","Retail","tablet","electronics",2,1527.74,"cash","washington","Ali"
"483",810,"2023-02","Online","tablet","electronics",2,1527.74,"transfer","new york","Fatima"
"484",811,"2023-04","Online","mouse","office",2,1650.81,"cash","chicago","Ali"
"485",816,"2022-11","Retail","phone","electronics",1,1527.74,"transfer","new york","Fatima"
"486",819,"2023-09","Wholesale","monitor","office",2,582.12,"cheque","new york","Fatima"
"487",820,"2022-11","Online","monitor","office",2,598.73,"cash","new york","Sara"
"488",821,"2023-11","Wholesale","monitor","electronics",2,1527.74,"card","new york","Fatima"
"489",822,"2022-11","Wholesale","laptop","electronics",2,235.98,"transfer","chicago","Fatima"
"490",823,"2022-07","Retail","laptop","electronics",1,1527.74,"transfer","chicago","Sara"
"491",824,"2024-03","Retail","phone","electronics",1,2360.57,"cheque","chicago","Sara"
"492",825,"2022-05","Retail","keyboard","electronics",1,1527.74,"cheque","new york","Sara"
"493",826,"2022-10","Retail","mouse","office",2,2928.83,"cheque","new york","Fatima"
"494",827,"2022-06","Wholesale","mouse","electronics",3,1527.74,"cash","new york","John"
"495",828,"2023-03","Retail","tablet","electronics",2,82.44,"transfer","new york","John"
"496",829,"2023-08","Online","keyboard","electronics",2,1527.74,"card","chicago","Ali"
"497",830,"2024-05","Online","tablet","office",2,1527.74,"card","chicago","Ali"
"498",831,"2022-03","Online","laptop","office",3,426.42,"cheque","chicago","John"
"499",832,"2022-11","Wholesale","tablet","electronics",2,2985.21,"card","chicago","Sara"
"500",834,"2023-09","Wholesale","phone","electronics",2,1527.74,"transfer","chicago","John"
"501",835,"2023-12","Retail","tablet","office",1,1527.74,"cheque","new york","Ali"
"502",837,"2022-08","Wholesale","mouse","office",2,877.02,"cheque","chicago","Sara"
"503",838,"2024-01","Wholesale","phone","office",1,1527.74,"card","chicago","John"
"504",839,"2024-04","Wholesale","mouse","office",2,1527.74,"card","new york","Fatima"
"505",840,"2022-08","Online","monitor","electronics",2,1527.74,"card","washington","Fatima"
"506",841,"2022-12","Online","phone","office",2,1527.74,"card","new york","Ali"
"507",842,"2022-10","Wholesale","phone","office",3,1527.74,"cheque","chicago","John"
"508",843,"2022-01","Retail","tablet","office",2,1527.74,"transfer","new york","John"
"509",844,"2022-02","Wholesale","keyboard","electronics",2,1527.74,"transfer","washington","John"
"510",850,"2023-12","Retail","monitor","electronics",2,1527.74,"transfer","chicago","John"
"511",853,"2024-06","Online","monitor","electronics",2,1527.74,"card","new york","Ali"
"512",856,"2022-07","Retail","keyboard","electronics",2,1527.74,"transfer","washington","Ali"
"513",858,"2022-05","Online","keyboard","electronics",3,1527.74,"card","chicago","Sara"
"514",859,"2023-03","Wholesale","laptop","electronics",2,800.5,"cheque","new york","John"
"515",860,"2022-01","Retail","laptop","office",2,1248.01,"card","new york","Ali"
"516",862,"2023-03","Online","monitor","office",1,1527.74,"card","new york","Ali"
"517",864,"2023-07","Online","mouse","electronics",3,1527.74,"card","washington","Fatima"
"518",865,"2023-02","Online","keyboard","electronics",2,1527.74,"card","new york","Fatima"
"519",866,"2022-10","Wholesale","laptop","office",3,381.3,"card","new york","Sara"
"520",867,"2023-12","Retail","phone","office",3,1527.74,"cash","new york","Ali"
"521",868,"2024-06","Online","keyboard","electronics",1,653.84,"cheque","new york","Sara"
"522",869,"2024-04","Wholesale","mouse","electronics",2,1527.74,"cash","washington","Ali"
"523",871,"2024-03","Retail","phone","office",1,1527.74,"card","washington","Fatima"
"524",873,"2023-10","Online","keyboard","electronics",1,1527.74,"card","washington","Ali"
"525",874,"2023-08","Online","laptop","electronics",2,2220.19,"cheque","new york","Sara"
"526",875,"2023-01","Online","keyboard","electronics",3,2163.3,"card","chicago","John"
"527",876,"2023-06","Wholesale","mouse","office",2,1527.74,"cheque","new york","John"
"528",878,"2024-01","Retail","laptop","office",1,1527.74,"cash","new york","Ali"
"529",879,"2022-05","Retail","laptop","electronics",3,1527.74,"card","washington","John"
"530",881,"2023-04","Wholesale","mouse","electronics",2,1527.74,"card","chicago","Sara"
"531",882,"2023-06","Online","phone","electronics",2,1527.74,"card","new york","John"
"532",884,"2023-06","Online","phone","office",2,1527.74,"card","new york","Sara"
"533",889,"2024-03","Retail","keyboard","electronics",1,1527.74,"card","new york","Fatima"
"534",892,"2024-05","Online","tablet","office",3,1527.74,"cheque","new york","Sara"
"535",893,"2022-05","Wholesale","laptop","electronics",3,1527.74,"card","new york","Fatima"
"536",897,"2023-02","Wholesale","phone","electronics",2,1527.74,"cheque","new york","Ali"
"537",898,"2022-09","Wholesale","phone","electronics",2,1527.74,"card","new york","Ali"
"538",899,"2023-05","Online","laptop","office",2,1507.08,"card","chicago","Fatima"
"539",901,"2023-07","Retail","monitor","office",2,1527.74,"transfer","washington","Sara"
"540",902,"2022-10","Wholesale","phone","electronics",3,1527.74,"cheque","new york","Ali"
"541",906,"2022-10","Online","keyboard","office",2,642.96,"cash","chicago","Sara"
"542",907,"2023-01","Retail","keyboard","electronics",2,1527.74,"card","chicago","Fatima"
"543",908,"2023-12","Online","keyboard","electronics",2,158.29,"cash","chicago","Fatima"
"544",909,"2022-08","Online","mouse","electronics",1,1254.48,"cash","new york","Sara"
"545",911,"2022-07","Online","mouse","office",2,1547.11,"cash","new york","John"
"546",914,"2023-12","Wholesale","monitor","electronics",1,1991.98,"cheque","new york","John"
"547",916,"2022-12","Retail","phone","electronics",1,2084.96,"card","new york","Fatima"
"548",917,"2023-02","Wholesale","phone","electronics",1,1527.74,"card","chicago","John"
"549",918,"2023-02","Retail","mouse","office",1,1527.74,"transfer","new york","John"
"550",920,"2022-07","Retail","tablet","electronics",1,1527.74,"cheque","washington","John"
"551",921,"2023-05","Retail","laptop","office",3,1527.74,"transfer","new york","Ali"
"552",922,"2024-06","Online","mouse","electronics",2,1527.74,"cheque","chicago","Sara"
"553",925,"2022-05","Wholesale","phone","office",2,1527.74,"card","new york","Fatima"
"554",928,"2022-10","Online","monitor","electronics",2,1527.74,"card","chicago","Fatima"
"555",932,"2023-10","Retail","keyboard","electronics",1,1086.94,"card","new york","Fatima"
"556",935,"2023-09","Retail","laptop","office",1,1527.74,"card","chicago","Sara"
"557",937,"2024-01","Wholesale","keyboard","electronics",1,1527.74,"card","new york","Sara"
"558",940,"2024-02","Online","mouse","electronics",2,1527.74,"cash","new york","Ali"
"559",942,"2022-03","Online","phone","electronics",3,1527.74,"card","chicago","Fatima"
"560",943,"2022-04","Online","phone","electronics",2,113.05,"cheque","new york","John"
"561",945,"2023-05","Wholesale","monitor","electronics",3,1527.74,"cheque","new york","Fatima"
"562",946,"2022-01","Wholesale","laptop","office",1,1088.96,"transfer","new york","Ali"
"563",947,"2022-09","Wholesale","keyboard","electronics",3,1527.74,"card","new york","Fatima"
"564",949,"2024-02","Online","keyboard","electronics",3,2315.16,"transfer","new york","Ali"
"565",950,"2023-09","Online","keyboard","office",3,1527.74,"cheque","new york","Sara"
"566",952,"2024-05","Online","mouse","electronics",2,1527.74,"transfer","chicago","Ali"
"567",953,"2022-09","Online","phone","electronics",2,1527.74,"transfer","chicago","John"
"568",955,"2023-10","Online","keyboard","electronics",1,1527.74,"card","new york","John"
"569",956,"2024-06","Online","monitor","office",1,1527.74,"card","chicago","Fatima"
"570",957,"2022-11","Online","tablet","electronics",2,1527.74,"card","chicago","Ali"
"571",958,"2022-10","Retail","laptop","electronics",2,1527.74,"card","chicago","John"
"572",959,"2023-09","Wholesale","laptop","office",3,1465.44,"cash","new york","Ali"
"573",960,"2022-01","Wholesale","laptop","electronics",1,406.72,"cheque","chicago","Sara"
"574",962,"2023-04","Wholesale","phone","electronics",2,335.58,"transfer","washington","Ali"
"575",963,"2023-01","Online","phone","electronics",2,1527.74,"card","new york","Sara"
"576",966,"2024-04","Wholesale","phone","electronics",1,1852.82,"card","chicago","John"
"577",967,"2023-09","Online","laptop","electronics",1,1527.74,"card","new york","Ali"
"578",968,"2022-05","Online","mouse","electronics",2,2207.21,"cash","new york","Sara"
"579",969,"2022-04","Retail","tablet","office",1,1527.74,"card","new york","Sara"
"580",970,"2023-01","Online","keyboard","electronics",2,635.13,"transfer","new york","Sara"
"581",972,"2023-09","Wholesale","phone","office",2,2419.4,"cheque","new york","Sara"
"582",973,"2024-01","Wholesale","mouse","office",2,1527.74,"cheque","chicago","Sara"
"583",975,"2023-04","Wholesale","mouse","electronics",3,1527.74,"cash","washington","Fatima"
"584",976,"2023-07","Retail","tablet","electronics",2,793.65,"transfer","chicago","Fatima"
"585",979,"2022-05","Wholesale","tablet","electronics",1,1527.74,"cheque","chicago","Ali"
"586",980,"2023-09","Retail","monitor","office",1,1527.74,"transfer","new york","Ali"
"587",981,"2024-06","Wholesale","keyboard","electronics",2,1527.74,"card","new york","Ali"
"588",984,"2022-08","Retail","mouse","office",1,1932.85,"card","new york","Sara"
"589",986,"2022-03","Retail","monitor","electronics",2,46.97,"cheque","new york","Ali"
"590",987,"2022-12","Retail","phone","electronics",2,1527.74,"cheque","new york","John"
"591",988,"2024-05","Wholesale","laptop","electronics",2,1527.74,"cash","new york","John"
"592",990,"2022-01","Online","tablet","electronics",3,960.3,"cheque","chicago","Sara"
"593",991,"2022-08","Online","mouse","electronics",3,1527.74,"cheque","new york","Ali"
"594",992,"2022-10","Retail","tablet","electronics",2,1527.74,"card","new york","John"
"595",995,"2023-04","Wholesale","laptop","electronics",2,1527.74,"card","chicago","Fatima"
"596",996,"2023-01","Wholesale","monitor","electronics",2,1527.74,"transfer","new york","Sara"
"597",997,"2023-04","Online","keyboard","electronics",3,1527.74,"card","new york","Fatima"
"598",998,"2022-01","Wholesale","phone","office",2,186.93,"card","new york","John"
"599",999,"2024-01","Wholesale","keyboard","office",1,1527.74,"card","washington","Sara"
"600",1000,"2022-09","Wholesale","tablet","office",2,66.03,"card","new york","Ali"
"601",1001,"2023-09","Retail","laptop","office",2,106.17,"cash","chicago","Fatima"
"602",1004,"2023-02","Retail","monitor","electronics",2,1640.83,"card","new york","Fatima"
"603",1006,"2022-11","Online","phone","electronics",1,1387.75,"card","new york","Ali"
"604",1007,"2022-10","Retail","laptop","electronics",1,1527.74,"cash","chicago","Fatima"
"605",1009,"2023-07","Retail","monitor","electronics",3,1527.74,"cheque","chicago","Fatima"
"606",1010,"2022-01","Retail","monitor","electronics",2,1527.74,"cash","washington","Sara"
"607",1011,"2022-02","Wholesale","phone","office",2,2347.57,"card","new york","Sara"
"608",1012,"2024-04","Online","phone","electronics",2,852.28,"card","new york","Ali"
"609",1014,"2022-06","Online","mouse","office",2,989.37,"cheque","new york","Ali"
"610",1015,"2022-04","Wholesale","keyboard","electronics",2,1527.74,"card","new york","Fatima"
"611",1017,"2023-12","Retail","tablet","electronics",2,1527.74,"transfer","chicago","Ali"
"612",1018,"2023-07","Wholesale","phone","office",1,1527.74,"transfer","chicago","John"
"613",1021,"2023-05","Online","mouse","electronics",2,1527.74,"cash","chicago","Fatima"
"614",1022,"2023-02","Online","tablet","electronics",2,1527.74,"card","washington","Sara"
"615",1023,"2022-04","Retail","mouse","office",2,116.84,"transfer","chicago","Fatima"
"616",1024,"2022-10","Online","keyboard","electronics",2,232.84,"card","new york","Fatima"
"617",1028,"2022-07","Retail","phone","office",2,1527.74,"card","new york","Ali"
"618",1030,"2024-03","Retail","monitor","office",1,1527.74,"cash","washington","Ali"
"619",1031,"2024-01","Online","monitor","office",1,1527.74,"card","new york","Fatima"
"620",1033,"2023-12","Wholesale","monitor","office",3,1527.74,"transfer","new york","John"
"621",1034,"2024-02","Online","laptop","office",1,1527.74,"cash","chicago","Sara"
"622",1035,"2023-07","Online","monitor","office",1,1527.74,"card","new york","Ali"
"623",1036,"2022-02","Online","tablet","electronics",2,1527.74,"card","chicago","Sara"
"624",1037,"2024-04","Online","monitor","electronics",2,1527.74,"cheque","washington","Ali"
"625",1039,"2023-02","Retail","monitor","office",1,1527.74,"card","new york","John"
"626",1041,"2023-12","Retail","laptop","office",2,1527.74,"card","chicago","Fatima"
"627",1042,"2022-06","Online","keyboard","electronics",1,1527.74,"card","chicago","Sara"
"628",1043,"2024-04","Retail","tablet","electronics",3,608.88,"cash","washington","John"
"629",1044,"2022-12","Retail","mouse","electronics",2,1527.74,"card","chicago","Fatima"
"630",1050,"2022-04","Online","keyboard","electronics",2,1527.74,"cheque","new york","John"
"631",1052,"2022-09","Wholesale","monitor","electronics",2,1527.74,"cash","chicago","John"
"632",1056,"2023-07","Retail","monitor","electronics",1,1527.74,"transfer","washington","Sara"
"633",1057,"2024-04","Retail","keyboard","electronics",2,1527.74,"card","chicago","Fatima"
"634",1058,"2024-06","Wholesale","tablet","office",2,1527.74,"card","new york","Fatima"
"635",1060,"2022-08","Retail","tablet","office",2,1527.74,"cheque","chicago","John"
"636",1063,"2022-04","Online","phone","office",2,2692.74,"card","chicago","Ali"
"637",1065,"2023-07","Online","laptop","office",3,1117.19,"card","chicago","Ali"
"638",1067,"2023-08","Retail","phone","office",2,1432.38,"card","new york","John"
"639",1068,"2023-02","Online","tablet","electronics",1,2112.22,"transfer","chicago","John"
"640",1070,"2023-01","Retail","laptop","electronics",1,1527.74,"card","washington","Fatima"
"641",1075,"2023-07","Wholesale","mouse","electronics",1,1527.74,"card","new york","Ali"
"642",1076,"2023-04","Wholesale","phone","electronics",3,1821.71,"cheque","washington","Fatima"
"643",1077,"2024-05","Retail","laptop","office",2,2327.67,"cheque","chicago","Fatima"
"644",1078,"2024-03","Retail","mouse","office",3,343.98,"cash","new york","John"
"645",1080,"2024-04","Online","laptop","electronics",3,1527.74,"card","chicago","Sara"
"646",1081,"2023-07","Retail","laptop","electronics",1,1527.74,"card","washington","Fatima"
"647",1083,"2023-10","Retail","tablet","office",3,2569.81,"card","chicago","Sara"
"648",1084,"2022-04","Online","keyboard","electronics",2,1527.74,"card","chicago","Fatima"
"649",1085,"2023-03","Wholesale","keyboard","office",2,1527.74,"card","new york","Ali"
"650",1088,"2023-07","Online","laptop","office",1,2994.7,"card","chicago","Ali"
"651",1090,"2024-03","Wholesale","tablet","office",2,1527.74,"cheque","chicago","Ali"
"652",1091,"2022-11","Online","tablet","electronics",3,2619.76,"cheque","chicago","John"
"653",1093,"2023-02","Wholesale","monitor","office",3,614.88,"cash","chicago","Ali"
"654",1096,"2022-04","Wholesale","mouse","electronics",2,1527.74,"transfer","washington","John"
"655",1097,"2022-08","Wholesale","tablet","office",1,1527.74,"card","chicago","Fatima"
"656",1098,"2024-01","Online","mouse","electronics",2,1527.74,"cheque","new york","Sara"
"657",1100,"2022-08","Wholesale","monitor","electronics",2,1506.9,"transfer","chicago","Ali"
"658",1101,"2024-04","Online","phone","electronics",1,1527.74,"transfer","new york","Fatima"
"659",1102,"2024-02","Wholesale","monitor","office",2,1527.74,"cash","new york","Ali"
"660",1103,"2023-05","Wholesale","mouse","electronics",2,85.42,"cheque","chicago","John"
"661",1105,"2023-11","Online","mouse","office",2,1527.74,"cash","new york","John"
"662",1107,"2024-03","Wholesale","phone","electronics",3,1527.74,"cheque","new york","Ali"
"663",1108,"2023-03","Retail","mouse","electronics",3,1527.74,"transfer","new york","John"
"664",1109,"2023-10","Retail","laptop","office",2,1527.74,"card","chicago","Ali"
"665",1110,"2023-12","Online","laptop","office",3,1335.66,"cheque","new york","Ali"
"666",1113,"2022-02","Retail","phone","electronics",2,1527.74,"card","new york","John"
"667",1114,"2023-05","Online","tablet","office",1,1527.74,"cash","new york","Sara"
"668",1116,"2022-03","Wholesale","mouse","electronics",3,1978.95,"card","chicago","Ali"
