transaction_id,transaction_date,customer_type,product,category,quantity,amount,payment_method,city,sales_rep
378,,Online,Phone,office,3.0,,Transfer,chicago,Ali
379,04-07-2022,Retail,Keyboard,Office,1.0,2952.64,,chicago,
380,16-06-2023,Retail,Tablet,Office,1.0, ,Cash,new york,
381,,Wholesale,Monitor,Office,3.0,780.33,Cash,chicago,Sara
382,,Wholesale,Tablet,office,1.0,,,new york,
383,03/04/2022,Retail,Monitor,Office,3.0, ,Transfer,Chicago,
384,01/22/2023,Retail,Mouse, ELECTRONICS ,1.0,900.02,,New York,Sara
385,17-10-2023,Online,Phone,office,,,Transfer,chicago,Fatima
386,03-04-2023,Online,Phone, ELECTRONICS ,,452.04,card,new york,
387,01/17/2023,Retail,Phone,Electronics,,138.07,Transfer,Chicago,Fatima
388,10-06-2023,Wholesale,Keyboard,Office,,,Card,,Fatima
389,,Online,Mouse,Office,3.0,1970.46,Card,New York,Sara
390,20-04-2024,Retail,Phone,Electronics,1.0,2286.46,,NY ,
391,,Retail,Tablet, ELECTRONICS ,1.0, ,Cash,NY ,John
392,25-06-2022,Wholesale,Phone, ELECTRONICS ,1.0,1947.97,Card,NY ,Fatima
393,06/15/2023,Online,Monitor, ELECTRONICS ,, ,card,NY ,Fatima
394,02-06-2022,Online,Laptop,Office,3.0,,card,NY ,Ali
395,,Retail,Mouse,electronics,2.0, ,Card,Chicago,John
396,15-03-2023,Retail,Tablet,electronics,,2958.93,,NY ,Sara
397,07/13/2022,Online,Phone,Electronics,3.0,2212.49,Card,NY ,Fatima
398,14-03-2022,Online,Monitor,electronics,, ,,,
399,30-01-2022,Online,Keyboard,Electronics,,,Transfer,new york,Ali
400,,Wholesale,Phone,Electronics,2.0,1755.45,Transfer,chicago,Sara
401,,Wholesale,Mouse,office,3.0, ,,NY ,
402,11-04-2022,Online,Monitor, ELECTRONICS ,2.0,2321.21,,,Fatima
403,2024-01-25,Online,Monitor,office,2.0, ,card,new york,Fatima
404,2022-09-27,Online,Tablet,Office,1.0,1135.43,Card,,
405,,Retail,Mouse,office,2.0,2712.98,,Chicago,Ali
406,2023-12-11,Online,Phone,electronics,2.0,313.54,Card,New York,Fatima
407,,Retail,Mouse, ELECTRONICS ,1.0,1214.48,,chicago,Fatima
408,2022-09-10,Online,Keyboard,Office,,,Cash,Chicago,Ali
409,,Retail,Keyboard,Office,1.0,301.25,Cash,NY ,Ali
410,20-05-2022,Online,Mouse,Office,, ,Card,Chicago,Ali
411,10/31/2022,Online,Monitor,office,,1929.49,Cash,NY ,Sara
412,05-04-2023,Wholesale,Phone,office,,,Card,,John
413,,Retail,Laptop,office,2.0,924.52,Card,,
414,2022-01-14,Retail,Monitor, ELECTRONICS ,3.0,,Transfer,NY ,
415,2023-03-10,Online,Monitor,Office,,,card,chicago,Sara
416,25-07-2023,Wholesale,Tablet, ELECTRONICS ,,1560.71,,,Fatima
417,11-07-2022,Retail,Laptop,office,2.0,,Transfer,Chicago,
418,2022-11-04,Online,Keyboard,office,2.0,,Transfer,,John
419,11/04/2022,Wholesale,Keyboard,electronics,2.0, ,card,,Fatima
420,2023-05-21,Wholesale,Monitor,electronics,3.0,611.52,Card,chicago,
421,07/04/2022,Wholesale,Mouse,Electronics,3.0,2844.88,Cash,Chicago,Fatima
422,2024-06-02,Online,Laptop,electronics,2.0,220.69,card,Chicago,John
423,09-01-2023,Online,Mouse,office,3.0,,,Chicago,Sara
424,07/17/2023,Online,Tablet,office,1.0,1007.81,Transfer,chicago,Sara
425,08/03/2023,Online,Laptop,electronics,,,Card,chicago,Ali
426,,Wholesale,Laptop,electronics,,,Transfer,NY ,Fatima
427,2023-07-14,Retail,Laptop,office,1.0, ,Transfer,chicago,John
428,,Retail,Monitor,Electronics,3.0,,Card,New York,Ali
429,2023-02-06,Wholesale,Mouse, ELECTRONICS ,2.0,2630.1,Card,New York,Fatima
430,,Online,Tablet,Office,1.0,1691.87,Cash,New York,Fatima
431,,Wholesale,Monitor,electronics,3.0, ,Transfer,Chicago,
432,2022-01-16,Wholesale,Phone,electronics,2.0,,Cash,NY ,
433,,Wholesale,Phone,Electronics,1.0, ,Card,,Fatima
434,2023-10-22,Online,Keyboard,office,, ,card,new york,Sara
435,2023-06-04,Retail,Phone,electronics,,,card,NY ,Sara
436,19-04-2022,Wholesale,Mouse, ELECTRONICS ,,,Card,new york,Sara
437,04-06-2024,Retail,Monitor,electronics,3.0,,Card,Chicago,Ali
438,2023-02-10,Retail,Keyboard, ELECTRONICS ,1.0,,,NY ,John
439,,Retail,Phone,Office,,,Card,chicago,Ali
440,20-03-2024,Retail,Monitor,Electronics,3.0,2855.66,,,Ali
441,,Online,Monitor,electronics,2.0,,Transfer,Chicago,John
442,09-06-2024,Wholesale,Tablet,office,3.0,2174.89,Card,,Fatima
443,02/24/2024,Retail,Keyboard, ELECTRONICS ,2.0,603.53,card,new york,Fatima
444,2024-01-21,Retail,Monitor,electronics,3.0,,Transfer,NY ,
445,06-09-2023,Online,Tablet,electronics,2.0,1610.87,Transfer,,Sara
446,2023-05-14,Wholesale,Mouse,Office,2.0, ,Transfer,new york,
447,28-02-2022,Wholesale,Phone,electronics,,606.26,Card,NY ,Sara
448,,Online,Phone,electronics,1.0,,Transfer,,Fatima
449,,Online,Monitor,office,,2470.48,card,New York,
450,07/29/2022,Wholesale,Keyboard,Electronics,2.0,,Card,New York,Sara
451,,Retail,Phone,electronics,3.0,,card,Chicago,Fatima
452,,Online,Tablet,Electronics,,,card,chicago,
453,03/01/2024,Online,Monitor,Office,, ,Cash,chicago,Ali
454,22-12-2022,Retail,Monitor,Office,1.0, ,Card,chicago,Ali
455,2023-08-15,Wholesale,Tablet,electronics,, ,,New York,Ali
456,11/26/2023,Wholesale,Phone,Office,1.0,1463.54,Card,chicago,
457,,Retail,Mouse,Electronics,3.0,,Card,new york,Fatima
458,2022-03-27,Retail,Phone,Electronics,1.0,1044.97,,Chicago,Sara
459,19-12-2022,Retail,Phone,electronics,3.0, ,Transfer,,Fatima
460,,Retail,Phone,electronics,2.0,880.36,Card,NY ,John
461,05/06/2022,Retail,Laptop,electronics,, ,Transfer,NY ,John
462,2022-11-11,Online,Keyboard,Office,3.0,,Cash,Chicago,Fatima
463,08/24/2022,Retail,Phone,Electronics,3.0,2321.35,card,NY ,Ali
464,06-06-2024,Retail,Laptop,electronics,2.0, ,Transfer,chicago,Sara
465,2024-05-02,Online,Monitor, ELECTRONICS ,2.0, ,Cash,Chicago,John
466,,Wholesale,Phone,Electronics,2.0,782.62,Card,Chicago,Ali
467,02/11/2022,Retail,Mouse,electronics,1.0,233.06,card,Chicago,Ali
468,2023-11-02,Wholesale,Mouse, ELECTRONICS ,,,Card,chicago,Sara
469,,Retail,Monitor,electronics,3.0,,Transfer,chicago,Fatima
470,2024-01-13,Wholesale,Monitor,Electronics,3.0, ,Transfer,new york,Fatima
471,2022-09-01,Online,Keyboard,Electronics,,,,chicago,
472,,Retail,Phone, ELECTRONICS ,3.0,1274.11,Cash,chicago,John
473,2022-12-04,Online,Mouse,electronics,, ,card,new york,
474,2022-09-19,Wholesale,Mouse,Office,2.0,1618.48,Transfer,New York,Ali
475,2022-01-09,Wholesale,Phone,office,3.0,816.13,Card,new york,Ali
476,,Retail,Keyboard, ELECTRONICS ,3.0, ,Card,New York,Sara
477,08/13/2023,Retail,Mouse,Office,3.0,1227.36,Cash,New York,Ali
478,,Wholesale,Tablet,Electronics,3.0, ,card,,
479,20-04-2023,Retail,Laptop,electronics,3.0, ,Cash,Chicago,Ali
480,18-10-2022,Online,Phone,Office,2.0,929.33,card,New York,Sara
481,23-12-2022,Retail,Tablet,office,3.0,1139.75,Card,New York,Fatima
482,2022-05-18,Retail,Laptop,Office,,,Transfer,chicago,Fatima
483,08/05/2023,Online,Keyboard, ELECTRONICS ,3.0,1222.43,Cash,new york,Sara
484,17-07-2023,Wholesale,Phone, ELECTRONICS ,2.0,2156.12,,new york,
485,2023-01-05,Wholesale,Laptop,office,2.0,1559.97,Card,NY ,Fatima
486,04/02/2023,Online,Mouse,Electronics,3.0,809.47,Card,new york,Fatima
487,,Wholesale,Laptop, ELECTRONICS ,,362.74,Card,Chicago,John
488,,Wholesale,Monitor,Electronics,3.0,,,Chicago,Fatima
489,,Online,Phone,Office,2.0, ,card,Chicago,
490,27-07-2022,Retail,Laptop,Electronics,3.0,2803.95,Cash,new york,Ali
491,19-01-2023,Online,Keyboard,Electronics,3.0, ,card,chicago,Ali
492,04/30/2022,Retail,Phone,Office,1.0, ,,Chicago,Sara
493,27-08-2022,Online,Laptop,electronics,, ,Cash,new york,Fatima
494,08/12/2022,Wholesale,Mouse, ELECTRONICS ,3.0,,Transfer,chicago,Fatima
495,,Retail,Phone,electronics,,33.7,card,Chicago,
496,2024-05-10,Retail,Keyboard,Electronics,2.0,2948.55,Card,,Sara
497,09-05-2022,Retail,Keyboard, ELECTRONICS ,, ,Transfer,chicago,Sara
498,,Online,Monitor,office,3.0,2078.71,,Chicago,John
499,01/08/2023,Online,Laptop,Electronics,2.0, ,Card,New York,
500,,Online,Laptop,electronics,,,,,
501,2024-04-29,Wholesale,Keyboard, ELECTRONICS ,3.0,275.25,Cash,New York,
502,2022-03-21,Online,Laptop,Office,1.0,,Transfer,,John
503,,Retail,Keyboard,Electronics,2.0,,Cash,chicago,John
504,10/16/2022,Wholesale,Tablet,Office,1.0,,card,new york,John
505,,Wholesale,Phone,electronics,1.0,627.98,Card,chicago,John
506,,Wholesale,Phone,Office,3.0,1408.96,Cash,Chicago,
507,2022-09-16,Retail,Mouse, ELECTRONICS ,,2448.67,Cash,chicago,John
508,2023-09-24,Online,Tablet,Electronics,3.0,2870.34,Card,,
509,02/12/2024,Wholesale,Laptop,office,, ,Transfer,,Fatima
510,06/19/2022,Online,Monitor, ELECTRONICS ,2.0,2956.76,Cash,new york,Sara
511,,Online,Laptop, ELECTRONICS ,3.0,2395.29,card,Chicago,John
512,10-05-2024,Wholesale,Keyboard,office,3.0, ,Cash,new york,Sara
513,2023-02-10,Online,Tablet,Electronics,, ,Card,,Fatima
514,2023-06-20,Wholesale,Keyboard,Office,1.0, ,,chicago,
515,2023-12-25,Wholesale,Laptop,office,3.0,1672.51,,chicago,Sara
516,01/30/2024,Retail,Monitor,electronics,2.0,2863.45,Transfer,new york,John
517,09/06/2023,Online,Laptop,electronics,, ,,chicago,Fatima
518,2023-02-25,Wholesale,Laptop, ELECTRONICS ,,,Transfer,New York,
519,03/30/2024,Retail,Monitor,office,1.0,,Card,,
520,29-07-2023,Wholesale,Laptop,Electronics,,,card,New York,John
521,05/04/2022,Retail,Keyboard,electronics,2.0,,Cash,New York,John
522,,Online,Laptop,office,3.0,,Card,NY ,Ali
523,09/29/2023,Retail,Phone,Electronics,2.0,2617.85,card,NY ,Ali
524,,Wholesale,Mouse,office,3.0,364.49,Cash,Chicago,John
525,2022-11-16,Online,Tablet,electronics,3.0,,Transfer,NY ,John
526,02/07/2022,Wholesale,Laptop,Office,1.0,,card,,
527,05/17/2023,Retail,Monitor,electronics,3.0,,Cash,,
528,,Retail,Laptop,office,,1814.99,Card,Chicago,Ali
529,06-09-2023,Online,Phone,Office,3.0,2403.04,,,
530,,Online,Laptop,Office,1.0, ,card,chicago,Fatima
531,13-09-2023,Retail,Mouse,Office,, ,,New York,
532,01/23/2023,Retail,Laptop,Office,3.0,1691.02,Cash,chicago,Fatima
533,,Retail,Laptop, ELECTRONICS ,3.0,,Cash,NY ,John
534,07/09/2023,Online,Phone,electronics,,1204.66,,Chicago,Sara
535,14-03-2022,Retail,Phone,Electronics,3.0,2062.83,Cash,New York,Fatima
536,2023-08-17,Wholesale,Mouse, ELECTRONICS ,3.0,,Transfer,new york,Sara
537,03/02/2024,Online,Keyboard, ELECTRONICS ,1.0, ,,Chicago,Ali
538,,Wholesale,Keyboard,Electronics,,,card,new york,
539,2022-06-21,Wholesale,Monitor,electronics,3.0,2290.49,Card,new york,Sara
540,01-10-2022,Online,Mouse,Office,1.0,2026.84,,chicago,Fatima
541,,Retail,Monitor,electronics,1.0,1721.59,,NY ,
542,14-08-2023,Wholesale,Tablet,electronics,2.0, ,Transfer,,John
543,2022-05-17,Wholesale,Phone,Electronics,3.0, ,Card,,Ali
544,2023-03-03,Wholesale,Tablet, ELECTRONICS ,1.0, ,card,Chicago,Fatima
545,,Online,Tablet,Office,,,card,,
546,2024-04-04,Online,Monitor,Office,2.0,,Card,Chicago,Sara
547,11/24/2023,Wholesale,Mouse,office,,1190.4,card,Chicago,Fatima
548,,Wholesale,Tablet,Electronics,,,card,,
549,07-11-2023,Online,Phone, ELECTRONICS ,1.0, ,card,NY ,Sara
550,02/04/2024,Retail,Tablet,office,1.0, ,,Chicago,Sara
551,07/02/2023,Wholesale,Tablet,electronics,3.0,,Transfer,new york,Ali
552,04-11-2023,Wholesale,Phone,office,2.0,,card,NY ,
553,25-03-2022,Online,Keyboard,electronics,2.0, ,Cash,Chicago,John
554,,Retail,Laptop,office,2.0,1202.82,Cash,New York,
555,21-06-2022,Online,Keyboard,Electronics,3.0, ,card,New York,
556,,Retail,Monitor,Electronics,1.0, ,Card,New York,Fatima
557,,Wholesale,Laptop,office,,,card,,Fatima
558,24-11-2022,Online,Phone,office,,2635.92,card,Chicago,John
559,,Retail,Mouse,office,3.0,199.07,,NY ,Sara
560,13-10-2022,Online,Mouse,electronics,1.0,,Cash,New York,John
561,24-12-2023,Online,Mouse,office,2.0,,Transfer,Chicago,
562,2023-03-14,Online,Tablet,electronics,1.0,1471.99,Transfer,chicago,John
563,07-05-2024,Retail,Monitor, ELECTRONICS ,1.0, ,Cash,chicago,Sara
564,11/21/2022,Online,Phone,Office,2.0,,Transfer,NY ,Fatima
565,06/10/2023,Online,Monitor, ELECTRONICS ,,2886.74,Transfer,new york,Sara
566,15-03-2024,Online,Laptop,Electronics,2.0,28.85,Card,New York,Fatima
567,,Retail,Monitor,Electronics,2.0, ,card,,John
568,13-08-2023,Wholesale,Monitor,Electronics,,2352.4,Card,NY ,John
569,12-09-2023,Wholesale,Tablet,Electronics,3.0,2522.41,Transfer,NY ,John
570,13-09-2022,Wholesale,Monitor,electronics,3.0,2112.48,Card,chicago,John
571,2023-11-22,Wholesale,Mouse,Office,1.0, ,,NY ,Sara
572,20-07-2022,Online,Mouse,Office,2.0,,Transfer,Chicago,Fatima
573,2023-03-11,Wholesale,Tablet,Office,2.0,642.6,Cash,New York,John
574,2022-03-21,Wholesale,Keyboard,Electronics,,,Card,chicago,
575,05/16/2023,Retail,Keyboard,Office,, ,,NY ,
576,10-11-2022,Retail,Monitor,Office,,,Cash,Chicago,Ali
577,10-01-2022,Online,Mouse,electronics,2.0,,Transfer,NY ,Sara
578,2023-02-09,Retail,Laptop,Electronics,3.0,,Cash,New York,Ali
579,12/16/2022,Online,Keyboard, ELECTRONICS ,, ,Cash,NY ,Fatima
580,06/02/2023,Wholesale,Tablet,office,1.0,1196.75,Transfer,NY ,Ali
581,03/15/2024,Online,Monitor,electronics,, ,Card,new york,Sara
582,13-12-2023,Online,Monitor,Office,1.0, ,Transfer,new york,Fatima
583,07/10/2023,Retail,Monitor,Electronics,2.0, ,Transfer,chicago,Sara
584,12/28/2022,Online,Phone,Electronics,2.0, ,Cash,Chicago,Fatima
585,05-06-2022,Wholesale,Keyboard,Office,, ,Cash,Chicago,Ali
586,,Retail,Laptop,Office,1.0,,Transfer,new york,
587,05-11-2022,Retail,Monitor,office,1.0,,,chicago,Fatima
588,2022-08-22,Online,Monitor,Office,3.0,,card,chicago,Sara
589,,Wholesale,Phone,electronics,,1268.11,Transfer,chicago,Sara
590,09/16/2022,Online,Laptop,Electronics,2.0,1906.56,Transfer,NY ,Fatima
591,02/18/2024,Retail,Tablet,office,,,Card,,Fatima
592,,Wholesale,Laptop,Electronics,2.0, ,Cash,new york,Sara
593,,Online,Phone,Electronics,3.0,,Card,,Sara
594,2022-01-28,Wholesale,Mouse,office,,,Card,chicago,John
595,,Retail,Phone,Office,3.0, ,Transfer,NY ,Sara
596,,Online,Monitor,electronics,1.0,835.64,,NY ,Fatima
597,21-02-2023,Wholesale,Laptop,Office,2.0,,Card,,Sara
598,27-02-2023,Wholesale,Monitor,Office,3.0, ,Transfer,chicago,Fatima
599,10/18/2023,Wholesale,Mouse,Electronics,3.0, ,Card,new york,Sara
600,05/25/2024,Wholesale,Phone,Office,1.0,1925.01,,chicago,Sara
601,08-10-2022,Retail,Monitor,Office,3.0,,,new york,Sara
602,,Retail,Laptop,Electronics,2.0,773.07,,Chicago,
603,2022-03-03,Wholesale,Laptop,Electronics,1.0,,Card,Chicago,Ali
604,2023-12-06,Wholesale,Keyboard,office,1.0,1292.57,Transfer,,
605,,Wholesale,Tablet,office,,330.48,Transfer,chicago,Ali
606,2022-03-31,Online,Laptop,electronics,2.0, ,,new york,Sara
607,04/01/2023,Wholesale,Tablet,Electronics,3.0, ,,new york,Fatima
608,,Retail,Keyboard,Office,1.0,,Transfer,,Sara
609,04/10/2022,Retail,Tablet,Electronics,,,card,NY ,
610,,Online,Mouse,electronics,1.0,471.04,card,NY ,Sara
611,14-08-2023,Retail,Monitor,Electronics,,,card,chicago,
612,2022-06-24,Online,Monitor,Electronics,3.0, ,card,new york,Fatima
613,2022-03-02,Wholesale,Laptop,Electronics,,2697.73,Card,,Fatima
614,09/19/2023,Wholesale,Monitor,electronics,3.0,658.31,card,NY ,
615,,Retail,Keyboard,electronics,1.0,2540.65,Card,NY ,John
616,17-01-2024,Wholesale,Mouse,Office,1.0,,Cash,new york,Ali
617,28-11-2023,Wholesale,Mouse,Office,1.0, ,Card,New York,
618,,Online,Mouse,Electronics,2.0,2089.9,Transfer,,
619,07/02/2023,Retail,Monitor, ELECTRONICS ,2.0, ,,New York,Fatima
620,2022-05-28,Wholesale,Mouse, ELECTRONICS ,2.0,,card,NY ,Fatima
621,2023-11-05,Retail,Tablet,office,2.0,,Transfer,Chicago,Fatima
622,2022-02-08,Retail,Laptop,Office,,,card,,Ali
623,10-05-2023,Wholesale,Monitor, ELECTRONICS ,,703.25,Card,NY ,John
624,,Retail,Laptop,office,3.0,,,NY ,Sara
625,01-03-2023,Wholesale,Monitor, ELECTRONICS ,3.0,1211.43,,Chicago,John
626,2024-05-03,Retail,Monitor,office,3.0, ,card,NY ,John
627,07/23/2023,Wholesale,Keyboard,office,3.0,,card,New York,Fatima
628,2022-05-09,Online,Mouse,electronics,, ,Card,,Fatima
629,08/28/2022,Retail,Laptop,electronics,1.0, ,Transfer,Chicago,Fatima
630,07/26/2023,Retail,Monitor,electronics,2.0, ,Transfer,New York,Sara
631,2022-10-03,Retail,Phone,office,1.0, ,card,Chicago,Ali
632,25-01-2024,Retail,Monitor,Electronics,2.0, ,Cash,Chicago,
633,,Wholesale,Keyboard, ELECTRONICS ,2.0,142.75,,,
634,01/16/2022,Retail,Mouse,Electronics,3.0,2930.95,,new york,
635,02/11/2023,Online,Monitor, ELECTRONICS ,2.0,,,chicago,Fatima
636,04/19/2024,Online,Keyboard,electronics,, ,Transfer,new york,John
637,2022-01-12,Wholesale,Keyboard, ELECTRONICS ,1.0,,Cash,NY ,Ali
638,2023-03-30,Wholesale,Tablet,Office,1.0,2426.17,,chicago,
639,26-08-2023,Retail,Tablet, ELECTRONICS ,3.0,,Cash,new york,Sara
640,2022-08-30,Retail,Laptop,Electronics,3.0, ,card,Chicago,Sara
641,13-02-2024,Retail,Tablet,electronics,3.0, ,Card,new york,John
642,2023-12-16,Wholesale,Mouse,electronics,3.0,,Cash,new york,Sara
643,,Online,Laptop,electronics,1.0,2835.46,Transfer,,John
644,,Retail,Keyboard,electronics,3.0, ,Cash,Chicago,Ali
645,,Wholesale,Mouse,electronics,,142.72,,new york,Sara
646,04/23/2023,Retail,Monitor,Electronics,1.0,2041.29,,,Fatima
647,12/19/2023,Wholesale,Monitor,Electronics,1.0,841.09,,New York,
648,2022-05-22,Retail,Laptop, ELECTRONICS ,3.0,1507.17,,new york,
649,,Online,Phone,Electronics,3.0,,card,NY ,
650,03/15/2023,Retail,Laptop,electronics,1.0, ,Card,NY ,Sara
651,2024-02-02,Retail,Monitor,electronics,,1370.55,card,New York,Fatima
652,,Online,Laptop, ELECTRONICS ,1.0,1191.36,Card,chicago,
653,07/08/2022,Wholesale,Mouse,Electronics,2.0,,card,,
654,2024-05-17,Wholesale,Phone, ELECTRONICS ,1.0,2237.82,Card,new york,Fatima
655,27-02-2024,Retail,Mouse, ELECTRONICS ,,,Cash,Chicago,Fatima
656,03/11/2023,Retail,Phone,Office,3.0,289.1,Cash,New York,Sara
657,,Retail,Phone,electronics,2.0,,Card,new york,John
658,06-02-2023,Retail,Mouse,electronics,,742.37,card,Chicago,
659,2023-07-19,Retail,Laptop,office,3.0,,Card,,John
660,,Wholesale,Phone,Electronics,2.0, ,Transfer,Chicago,Fatima
661,2024-05-25,Online,Keyboard, ELECTRONICS ,3.0,,Transfer,Chicago,
662,01/27/2023,Online,Tablet,electronics,2.0, ,,,Sara
663,26-05-2024,Retail,Mouse,electronics,3.0, ,,NY ,
664,,Wholesale,Laptop,office,,991.83,Cash,,Fatima
665,,Wholesale,Laptop,Office,2.0,,card,new york,Fatima
666,,Online,Phone,electronics,1.0, ,,NY ,John
667,2023-08-07,Wholesale,Tablet,Electronics,1.0,860.49,Cash,chicago,Fatima
668,,Wholesale,Tablet, ELECTRONICS ,1.0, ,Cash,NY ,Fatima
669,2022-02-28,Retail,Mouse,Electronics,2.0,2810.04,Card,Chicago,John
670,11/20/2022,Online,Tablet,Office,3.0, ,Transfer,NY ,Sara
671,31-08-2023,Wholesale,Monitor,electronics,,2929.45,Transfer,chicago,Fatima
672,2023-09-16,Online,Laptop,electronics,,530.74,card,New York,John
673,2024-06-10,Retail,Keyboard,electronics,1.0, ,,,
674,09/06/2023,Wholesale,Phone,office,1.0,,Card,new york,Sara
675,,Retail,Keyboard,Electronics,3.0,596.74,Transfer,New York,John
676,21-04-2024,Retail,Mouse,office,1.0,,Card,chicago,Fatima
677,08-04-2022,Retail,Laptop,office,2.0,,Cash,,
678,17-08-2023,Online,Mouse, ELECTRONICS ,2.0,,Cash,NY ,Sara
679,2023-10-24,Wholesale,Keyboard,Office,1.0,,,chicago,
680,,Retail,Laptop,electronics,, ,card,Chicago,Sara
681,21-11-2022,Wholesale,Phone,office,3.0, ,Transfer,NY ,John
682,,Wholesale,Laptop,electronics,3.0,94.23,Card,chicago,Fatima
683,,Retail,Monitor,Electronics,2.0, ,card,,Ali
684,2024-02-07,Wholesale,Mouse, ELECTRONICS ,, ,card,chicago,Fatima
685,09/27/2023,Retail,Keyboard,electronics,,2528.44,Cash,NY ,Sara
686,07-01-2022,Retail,Laptop,electronics,3.0, ,Transfer,New York,Sara
687,03/12/2024,Retail,Keyboard, ELECTRONICS ,2.0, ,,Chicago,Ali
688,2023-11-28,Retail,Laptop, ELECTRONICS ,, ,card,chicago,Ali
689,2022-09-10,Online,Phone,electronics,1.0,2419.87,Cash,new york,Fatima
690,2022-11-05,Online,Phone,electronics,1.0,1177.67,Transfer,chicago,Fatima
691,11/10/2023,Wholesale,Phone,electronics,1.0,,card,new york,Ali
692,21-12-2023,Online,Tablet, ELECTRONICS ,1.0,1329.09,,New York,Sara
693,05/02/2024,Online,Tablet,office,1.0, ,Cash,NY ,Sara
694,23-04-2024,Wholesale,Mouse,office,,,Transfer,chicago,John
695,22-03-2022,Retail,Tablet,Electronics,3.0, ,Cash,Chicago,
696,29-03-2022,Wholesale,Mouse,office,,1705.87,Cash,NY ,
697,20-06-2022,Wholesale,Phone,Electronics,,2279.76,card,Chicago,
698,,Retail,Keyboard,office,1.0,,,NY ,Fatima
699,,Online,Monitor, ELECTRONICS ,1.0,,Card,Chicago,
700,10-02-2024,Wholesale,Mouse,office,3.0, ,Cash,,Sara
701,02-03-2024,Online,Phone,Electronics,3.0, ,card,Chicago,John
702,03-10-2023,Retail,Mouse, ELECTRONICS ,,714.54,card,new york,Ali
703,,Wholesale,Laptop,Office,2.0,1113.1,Transfer,chicago,
704,2023-02-17,Online,Mouse,office,2.0,,Transfer,,Ali
705,10/07/2023,Retail,Phone,office,,2039.12,Card,New York,Fatima
706,,Online,Tablet,Electronics,2.0,,,Chicago,Ali
707,12/20/2023,Retail,Keyboard,electronics,3.0,,Transfer,chicago,Sara
708,,Wholesale,Phone,Electronics,1.0,246.96,Card,New York,
709,2024-05-07,Online,Phone,Electronics,, ,card,Chicago,Sara
710,01/12/2023,Wholesale,Laptop,Office,, ,Transfer,Chicago,John
711,11-03-2022,Wholesale,Monitor, ELECTRONICS ,,,Cash,new york,Ali
712,2023-10-04,Retail,Keyboard,electronics,1.0,741.49,Card,Chicago,Sara
713,,Wholesale,Laptop, ELECTRONICS ,, ,,,Sara
714,28-09-2022,Online,Phone,office,3.0,,Cash,new york,
715,05-01-2024,Wholesale,Mouse,Electronics,, ,Transfer,chicago,Sara
716,06/13/2022,Wholesale,Monitor,office,1.0, ,Transfer,chicago,
717,2024-02-17,Online,Phone,office,2.0,112.16,,new york,
718,,Retail,Keyboard,electronics,1.0,1071.44,card,NY ,John
719,26-12-2022,Retail,Keyboard,electronics,,1822.8,,new york,Fatima
720,,Wholesale,Laptop,Office,2.0,2108.09,,,John
721,2024-02-04,Retail,Laptop,Electronics,3.0,,Card,Chicago,Ali
722,,Retail,Keyboard,office,2.0,,,chicago,Fatima
723,2023-01-07,Wholesale,Laptop,office,1.0, ,Card,,John
724,22-09-2022,Retail,Monitor,electronics,3.0,,Card,chicago,Ali
725,04/06/2023,Wholesale,Phone,Electronics,2.0,2881.87,Cash,chicago,Fatima
726,2022-12-21,Online,Phone, ELECTRONICS ,1.0, ,Cash,NY ,John
727,2023-11-14,Online,Mouse,Office,3.0,,Card,new york,Ali
728,05-07-2022,Wholesale,Laptop,electronics,1.0,1974.38,Card,new york,Fatima
729,25-07-2022,Retail,Tablet, ELECTRONICS ,2.0, ,card,new york,John
730,19-01-2022,Wholesale,Mouse,Electronics,,2212.17,Card,new york,John
731,2023-04-14,Retail,Mouse,Office,2.0,2441.95,card,NY ,Sara
732,,Retail,Phone,Office,, ,card,NY ,Fatima
733,,Retail,Phone,Office,,1550.42,Card,NY ,Ali
734,02/07/2022,Wholesale,Tablet,office,, ,Transfer,NY ,Fatima
735,2023-09-16,Wholesale,Monitor,electronics,2.0, ,Transfer,Chicago,Sara
736,,Online,Tablet, ELECTRONICS ,3.0,2037.86,Transfer,new york,Fatima
737,,Retail,Phone,electronics,3.0,,Cash,NY ,John
738,24-05-2023,Retail,Mouse,office,2.0,1477.45,Card,,
739,,Retail,Laptop, ELECTRONICS ,1.0,,,new york,Fatima
740,,Retail,Phone, ELECTRONICS ,2.0,,Transfer,chicago,John
741,16-01-2024,Online,Laptop,Office,1.0, ,Cash,chicago,John
742,2024-02-15,Retail,Tablet,Office,1.0, ,,Chicago,Sara
743,,Online,Keyboard,office,1.0,,Transfer,Chicago,Fatima
744,,Wholesale,Phone,electronics,, ,card,new york,Fatima
745,11/09/2023,Retail,Tablet,Electronics,, ,Transfer,new york,
746,2022-08-14,Retail,Laptop,Electronics,,1610.71,Card,NY ,John
747,2023-04-13,Online,Keyboard,Office,1.0,2283.45,Transfer,Chicago,Sara
748,,Online,Keyboard,office,2.0,2937.49,,Chicago,John
749,,Retail,Keyboard,electronics,, ,Transfer,Chicago,Fatima
750,04/05/2022,Wholesale,Tablet,Electronics,3.0,842.55,Cash,New York,Sara
751,02-12-2023,Wholesale,Keyboard,Electronics,,2329.86,Cash,chicago,John
752,,Wholesale,Phone, ELECTRONICS ,2.0,2175.58,Cash,New York,Sara
753,,Retail,Mouse, ELECTRONICS ,2.0,1092.59,,new york,Ali
